"","Round","State","Match-up"
"1038",20,"Pennsylvania",43
"1039",20,"Rhode Island",7
"1040",20,"South Carolina",26
"1041",20,"South Dakota",4
"1042",20,"Tennessee",37
"1043",20,"Texas",47
"1044",20,"Utah",16
"1045",20,"Vermont",1
"1046",20,"Virginia",48
"1047",20,"Washington",42
"1048",20,"West Virginia",13
"1049",20,"Wisconsin",33
"1050",20,"Wyoming",0
"1051",21,"Alabama",27
"1052",21,"Alaska",3
"1053",21,"Arizona",38
"1054",21,"Arkansas",18
"1055",21,"California",43
"1056",21,"Colorado",28
"1057",21,"Connecticut",21
"1058",21,"Delaware",5
"1059",21,"Florida",46
"1060",21,"Georgia",32
"1061",21,"Hawaii",10
"1062",21,"Idaho",11
"1063",21,"Illinois",45
"1064",21,"Indiana",39
"1065",21,"Iowa",20
"1066",21,"Kansas",17
"1067",21,"Kentucky",24
"1068",21,"Louisiana",25
"1069",21,"Maine",9
"1070",21,"Maryland",35
"1071",21,"Massachusetts",40
"1072",21,"Michigan",34
"1073",21,"Minnesota",30
"1074",21,"Mississippi",19
"1075",21,"Missouri",36
"1076",21,"Montana",6
"1077",21,"Nebraska",12
"1078",21,"Nevada",15
"1079",21,"New Hampshire",8
"1080",21,"New Jersey",29
"1081",21,"New Mexico",14
"1082",21,"New York",47
"1083",21,"North Carolina",31
"1084",21,"North Dakota",2
"1085",21,"Ohio",41
"1086",21,"Oklahoma",22
"1087",21,"Oregon",23
"1088",21,"Pennsylvania",44
"1089",21,"Rhode Island",7
"1090",21,"South Carolina",26
"1091",21,"South Dakota",4
"1092",21,"Tennessee",37
"1093",21,"Texas",48
"1094",21,"Utah",16
"1095",21,"Vermont",1
"1096",21,"Virginia",49
"1097",21,"Washington",42
"1098",21,"West Virginia",13
"1099",21,"Wisconsin",33
"1100",21,"Wyoming",0
"1101",22,"Alabama",28
"1102",22,"Alaska",3
"1103",22,"Arizona",39
"1104",22,"Arkansas",18
"1105",22,"California",44
"1106",22,"Colorado",29
"1107",22,"Connecticut",21
"1108",22,"Delaware",5
"1109",22,"Florida",47
"1110",22,"Georgia",33
"1111",22,"Hawaii",10
"1112",22,"Idaho",11
"1113",22,"Illinois",46
"1114",22,"Indiana",40
"1115",22,"Iowa",20
"1116",22,"Kansas",17
"1117",22,"Kentucky",24
"1118",22,"Louisiana",25
"1119",22,"Maine",9
"1120",22,"Maryland",36
"1121",22,"Massachusetts",41
"1122",22,"Michigan",35
"1123",22,"Minnesota",31
"1124",22,"Mississippi",19
"1125",22,"Missouri",37
"1126",22,"Montana",6
"1127",22,"Nebraska",12
"1128",22,"Nevada",15
"1129",22,"New Hampshire",8
"1130",22,"New Jersey",30
"1131",22,"New Mexico",14
"1132",22,"New York",48
"1133",22,"North Carolina",32
"1134",22,"North Dakota",2
"1135",22,"Ohio",42
"1136",22,"Oklahoma",22
"1137",22,"Oregon",23
"1138",22,"Pennsylvania",45
"1139",22,"Rhode Island",7
"1140",22,"South Carolina",27
"1141",22,"South Dakota",4
"1142",22,"Tennessee",38
"1143",22,"Texas",49
"1144",22,"Utah",16
"1145",22,"Vermont",1
"1146",22,"Virginia",26
"1147",22,"Washington",43
"1148",22,"West Virginia",13
"1149",22,"Wisconsin",34
"1150",22,"Wyoming",0
"1151",23,"Alabama",28
"1152",23,"Alaska",3
"1153",23,"Arizona",39
"1154",23,"Arkansas",18
"1155",23,"California",45
"1156",23,"Colorado",29
"1157",23,"Connecticut",21
"1158",23,"Delaware",5
"1159",23,"Florida",48
"1160",23,"Georgia",33
"1161",23,"Hawaii",10
"1162",23,"Idaho",11
"1163",23,"Illinois",47
"1164",23,"Indiana",40
"1165",23,"Iowa",20
"1166",23,"Kansas",17
"1167",23,"Kentucky",24
"1168",23,"Louisiana",25
"1169",23,"Maine",9
"1170",23,"Maryland",36
"1171",23,"Massachusetts",42
"1172",23,"Michigan",35
"1173",23,"Minnesota",31
"1174",23,"Mississippi",19
"1175",23,"Missouri",37
"1176",23,"Montana",6
"1177",23,"Nebraska",12
"1178",23,"Nevada",15
"1179",23,"New Hampshire",8
"1180",23,"New Jersey",30
"1181",23,"New Mexico",14
"1182",23,"New York",49
"1183",23,"North Carolina",32
"1184",23,"North Dakota",2
"1185",23,"Ohio",43
"1186",23,"Oklahoma",22
"1187",23,"Oregon",23
"1188",23,"Pennsylvania",46
"1189",23,"Rhode Island",7
"1190",23,"South Carolina",27
"1191",23,"South Dakota",4
"1192",23,"Tennessee",38
"1193",23,"Texas",41
"1194",23,"Utah",16
"1195",23,"Vermont",1
"1196",23,"Virginia",26
"1197",23,"Washington",44
"1198",23,"West Virginia",13
"1199",23,"Wisconsin",34
"1200",23,"Wyoming",0
"1201",24,"Alabama",28
"1202",24,"Alaska",3
"1203",24,"Arizona",40
"1204",24,"Arkansas",18
"1205",24,"California",46
"1206",24,"Colorado",29
"1207",24,"Connecticut",21
"1208",24,"Delaware",5
"1209",24,"Florida",49
"1210",24,"Georgia",33
"1211",24,"Hawaii",10
"1212",24,"Idaho",11
"1213",24,"Illinois",48
"1214",24,"Indiana",41
"1215",24,"Iowa",20
"1216",24,"Kansas",17
"1217",24,"Kentucky",24
"1218",24,"Louisiana",25
"1219",24,"Maine",9
"1220",24,"Maryland",36
"1221",24,"Massachusetts",43
"1222",24,"Michigan",35
"1223",24,"Minnesota",31
"1224",24,"Mississippi",19
"1225",24,"Missouri",37
"1226",24,"Montana",6
"1227",24,"Nebraska",12
"1228",24,"Nevada",15
"1229",24,"New Hampshire",8
"1230",24,"New Jersey",30
"1231",24,"New Mexico",14
"1232",24,"New York",38
"1233",24,"North Carolina",32
"1234",24,"North Dakota",2
"1235",24,"Ohio",44
"1236",24,"Oklahoma",22
"1237",24,"Oregon",23
"1238",24,"Pennsylvania",47
"1239",24,"Rhode Island",7
"1240",24,"South Carolina",27
"1241",24,"South Dakota",4
"1242",24,"Tennessee",39
"1243",24,"Texas",42
"1244",24,"Utah",16
"1245",24,"Vermont",1
"1246",24,"Virginia",26
"1247",24,"Washington",45
"1248",24,"West Virginia",13
"1249",24,"Wisconsin",34
"1250",24,"Wyoming",0
"1251",25,"Alabama",28
"1252",25,"Alaska",3
"1253",25,"Arizona",41
"1254",25,"Arkansas",18
"1255",25,"California",47
"1256",25,"Colorado",29
"1257",25,"Connecticut",21
"1258",25,"Delaware",5
"1259",25,"Florida",37
"1260",25,"Georgia",33
"1261",25,"Hawaii",10
"1262",25,"Idaho",11
"1263",25,"Illinois",49
"1264",25,"Indiana",42
"1265",25,"Iowa",20
"1266",25,"Kansas",17
"1267",25,"Kentucky",24
"1268",25,"Louisiana",25
"1269",25,"Maine",9
"1270",25,"Maryland",36
"1271",25,"Massachusetts",44
"1272",25,"Michigan",35
"1273",25,"Minnesota",31
"1274",25,"Mississippi",19
"1275",25,"Missouri",38
"1276",25,"Montana",6
"1277",25,"Nebraska",12
"1278",25,"Nevada",15
"1279",25,"New Hampshire",8
"1280",25,"New Jersey",30
"1281",25,"New Mexico",14
"1282",25,"New York",39
"1283",25,"North Carolina",32
"1284",25,"North Dakota",2
"1285",25,"Ohio",45
"1286",25,"Oklahoma",22
"1287",25,"Oregon",23
"1288",25,"Pennsylvania",48
"1289",25,"Rhode Island",7
"1290",25,"South Carolina",27
"1291",25,"South Dakota",4
"1292",25,"Tennessee",40
"1293",25,"Texas",43
"1294",25,"Utah",16
"1295",25,"Vermont",1
"1296",25,"Virginia",26
"1297",25,"Washington",46
"1298",25,"West Virginia",13
"1299",25,"Wisconsin",34
"1300",25,"Wyoming",0
"1301",26,"Alabama",28
"1302",26,"Alaska",3
"1303",26,"Arizona",42
"1304",26,"Arkansas",18
"1305",26,"California",48
"1306",26,"Colorado",29
"1307",26,"Connecticut",21
"1308",26,"Delaware",5
"1309",26,"Florida",38
"1310",26,"Georgia",34
"1311",26,"Hawaii",10
"1312",26,"Idaho",11
"1313",26,"Illinois",31
"1314",26,"Indiana",43
"1315",26,"Iowa",20
"1316",26,"Kansas",17
"1317",26,"Kentucky",24
"1318",26,"Louisiana",25
"1319",26,"Maine",9
"1320",26,"Maryland",37
"1321",26,"Massachusetts",45
"1322",26,"Michigan",36
"1323",26,"Minnesota",32
"1324",26,"Mississippi",19
"1325",26,"Missouri",39
"1326",26,"Montana",6
"1327",26,"Nebraska",12
"1328",26,"Nevada",15
"1329",26,"New Hampshire",8
"1330",26,"New Jersey",30
"1331",26,"New Mexico",14
"1332",26,"New York",40
"1333",26,"North Carolina",33
"1334",26,"North Dakota",2
"1335",26,"Ohio",46
"1336",26,"Oklahoma",22
"1337",26,"Oregon",23
"1338",26,"Pennsylvania",49
"1339",26,"Rhode Island",7
"1340",26,"South Carolina",27
"1341",26,"South Dakota",4
"1342",26,"Tennessee",41
"1343",26,"Texas",44
"1344",26,"Utah",16
"1345",26,"Vermont",1
"1346",26,"Virginia",26
"1347",26,"Washington",47
"1348",26,"West Virginia",13
"1349",26,"Wisconsin",35
"1350",26,"Wyoming",0
"1351",27,"Alabama",28
"1352",27,"Alaska",3
"1353",27,"Arizona",43
"1354",27,"Arkansas",18
"1355",27,"California",49
"1356",27,"Colorado",29
"1357",27,"Connecticut",21
"1358",27,"Delaware",5
"1359",27,"Florida",39
"1360",27,"Georgia",35
"1361",27,"Hawaii",10
"1362",27,"Idaho",11
"1363",27,"Illinois",32
"1364",27,"Indiana",44
"1365",27,"Iowa",20
"1366",27,"Kansas",17
"1367",27,"Kentucky",24
"1368",27,"Louisiana",25
"1369",27,"Maine",9
"1370",27,"Maryland",38
"1371",27,"Massachusetts",46
"1372",27,"Michigan",37
"1373",27,"Minnesota",33
"1374",27,"Mississippi",19
"1375",27,"Missouri",40
"1376",27,"Montana",6
"1377",27,"Nebraska",12
"1378",27,"Nevada",15
"1379",27,"New Hampshire",8
"1380",27,"New Jersey",30
"1381",27,"New Mexico",14
"1382",27,"New York",41
"1383",27,"North Carolina",34
"1384",27,"North Dakota",2
"1385",27,"Ohio",47
"1386",27,"Oklahoma",22
"1387",27,"Oregon",23
"1388",27,"Pennsylvania",31
"1389",27,"Rhode Island",7
"1390",27,"South Carolina",27
"1391",27,"South Dakota",4
"1392",27,"Tennessee",42
"1393",27,"Texas",45
"1394",27,"Utah",16
"1395",27,"Vermont",1
"1396",27,"Virginia",26
"1397",27,"Washington",48
"1398",27,"West Virginia",13
"1399",27,"Wisconsin",36
"1400",27,"Wyoming",0
"1401",28,"Alabama",28
"1402",28,"Alaska",3
"1403",28,"Arizona",44
"1404",28,"Arkansas",18
"1405",28,"California",42
"1406",28,"Colorado",29
"1407",28,"Connecticut",21
"1408",28,"Delaware",5
"1409",28,"Florida",39
"1410",28,"Georgia",35
"1411",28,"Hawaii",10
"1412",28,"Idaho",11
"1413",28,"Illinois",32
"1414",28,"Indiana",45
"1415",28,"Iowa",20
"1416",28,"Kansas",17
"1417",28,"Kentucky",24
"1418",28,"Louisiana",25
"1419",28,"Maine",9
"1420",28,"Maryland",38
"1421",28,"Massachusetts",47
"1422",28,"Michigan",37
"1423",28,"Minnesota",33
"1424",28,"Mississippi",19
"1425",28,"Missouri",40
"1426",28,"Montana",6
"1427",28,"Nebraska",12
"1428",28,"Nevada",15
"1429",28,"New Hampshire",8
"1430",28,"New Jersey",30
"1431",28,"New Mexico",14
"1432",28,"New York",41
"1433",28,"North Carolina",34
"1434",28,"North Dakota",2
"1435",28,"Ohio",48
"1436",28,"Oklahoma",22
"1437",28,"Oregon",23
"1438",28,"Pennsylvania",31
"1439",28,"Rhode Island",7
"1440",28,"South Carolina",27
"1441",28,"South Dakota",4
"1442",28,"Tennessee",43
"1443",28,"Texas",46
"1444",28,"Utah",16
"1445",28,"Vermont",1
"1446",28,"Virginia",26
"1447",28,"Washington",49
"1448",28,"West Virginia",13
"1449",28,"Wisconsin",36
"1450",28,"Wyoming",0
"1451",29,"Alabama",29
"1452",29,"Alaska",3
"1453",29,"Arizona",45
"1454",29,"Arkansas",18
"1455",29,"California",43
"1456",29,"Colorado",30
"1457",29,"Connecticut",21
"1458",29,"Delaware",5
"1459",29,"Florida",40
"1460",29,"Georgia",36
"1461",29,"Hawaii",10
"1462",29,"Idaho",11
"1463",29,"Illinois",33
"1464",29,"Indiana",46
"1465",29,"Iowa",20
"1466",29,"Kansas",17
"1467",29,"Kentucky",25
"1468",29,"Louisiana",26
"1469",29,"Maine",9
"1470",29,"Maryland",39
"1471",29,"Massachusetts",48
"1472",29,"Michigan",38
"1473",29,"Minnesota",34
"1474",29,"Mississippi",19
"1475",29,"Missouri",41
"1476",29,"Montana",6
"1477",29,"Nebraska",12
"1478",29,"Nevada",15
"1479",29,"New Hampshire",8
"1480",29,"New Jersey",31
"1481",29,"New Mexico",14
"1482",29,"New York",42
"1483",29,"North Carolina",35
"1484",29,"North Dakota",2
"1485",29,"Ohio",49
"1486",29,"Oklahoma",22
"1487",29,"Oregon",23
"1488",29,"Pennsylvania",32
"1489",29,"Rhode Island",7
"1490",29,"South Carolina",28
"1491",29,"South Dakota",4
"1492",29,"Tennessee",44
"1493",29,"Texas",47
"1494",29,"Utah",16
"1495",29,"Vermont",1
"1496",29,"Virginia",27
"1497",29,"Washington",24
"1498",29,"West Virginia",13
"1499",29,"Wisconsin",37
"1500",29,"Wyoming",0
"1501",30,"Alabama",30
"1502",30,"Alaska",3
"1503",30,"Arizona",46
"1504",30,"Arkansas",18
"1505",30,"California",44
"1506",30,"Colorado",31
"1507",30,"Connecticut",21
"1508",30,"Delaware",5
"1509",30,"Florida",41
"1510",30,"Georgia",37
"1511",30,"Hawaii",10
"1512",30,"Idaho",11
"1513",30,"Illinois",34
"1514",30,"Indiana",47
"1515",30,"Iowa",20
"1516",30,"Kansas",17
"1517",30,"Kentucky",25
"1518",30,"Louisiana",26
"1519",30,"Maine",9
"1520",30,"Maryland",40
"1521",30,"Massachusetts",49
"1522",30,"Michigan",39
"1523",30,"Minnesota",35
"1524",30,"Mississippi",19
"1525",30,"Missouri",42
"1526",30,"Montana",6
"1527",30,"Nebraska",12
"1528",30,"Nevada",15
"1529",30,"New Hampshire",8
"1530",30,"New Jersey",32
"1531",30,"New Mexico",14
"1532",30,"New York",43
"1533",30,"North Carolina",36
"1534",30,"North Dakota",2
"1535",30,"Ohio",29
"1536",30,"Oklahoma",22
"1537",30,"Oregon",23
"1538",30,"Pennsylvania",33
"1539",30,"Rhode Island",7
"1540",30,"South Carolina",28
"1541",30,"South Dakota",4
"1542",30,"Tennessee",45
"1543",30,"Texas",48
"1544",30,"Utah",16
"1545",30,"Vermont",1
"1546",30,"Virginia",27
"1547",30,"Washington",24
"1548",30,"West Virginia",13
"1549",30,"Wisconsin",38
"1550",30,"Wyoming",0
"1551",31,"Alabama",31
"1552",31,"Alaska",3
"1553",31,"Arizona",47
"1554",31,"Arkansas",18
"1555",31,"California",45
"1556",31,"Colorado",32
"1557",31,"Connecticut",21
"1558",31,"Delaware",5
"1559",31,"Florida",42
"1560",31,"Georgia",38
"1561",31,"Hawaii",10
"1562",31,"Idaho",11
"1563",31,"Illinois",35
"1564",31,"Indiana",48
"1565",31,"Iowa",20
"1566",31,"Kansas",17
"1567",31,"Kentucky",26
"1568",31,"Louisiana",27
"1569",31,"Maine",9
"1570",31,"Maryland",41
"1571",31,"Massachusetts",23
"1572",31,"Michigan",40
"1573",31,"Minnesota",36
"1574",31,"Mississippi",19
"1575",31,"Missouri",43
"1576",31,"Montana",6
"1577",31,"Nebraska",12
"1578",31,"Nevada",15
"1579",31,"New Hampshire",8
"1580",31,"New Jersey",33
"1581",31,"New Mexico",14
"1582",31,"New York",44
"1583",31,"North Carolina",37
"1584",31,"North Dakota",2
"1585",31,"Ohio",30
"1586",31,"Oklahoma",22
"1587",31,"Oregon",24
"1588",31,"Pennsylvania",34
"1589",31,"Rhode Island",7
"1590",31,"South Carolina",29
"1591",31,"South Dakota",4
"1592",31,"Tennessee",46
"1593",31,"Texas",49
"1594",31,"Utah",16
"1595",31,"Vermont",1
"1596",31,"Virginia",28
"1597",31,"Washington",25
"1598",31,"West Virginia",13
"1599",31,"Wisconsin",39
"1600",31,"Wyoming",0
"1601",32,"Alabama",31
"1602",32,"Alaska",3
"1603",32,"Arizona",48
"1604",32,"Arkansas",18
"1605",32,"California",46
"1606",32,"Colorado",32
"1607",32,"Connecticut",21
"1608",32,"Delaware",5
"1609",32,"Florida",43
"1610",32,"Georgia",39
"1611",32,"Hawaii",10
"1612",32,"Idaho",11
"1613",32,"Illinois",35
"1614",32,"Indiana",49
"1615",32,"Iowa",20
"1616",32,"Kansas",17
"1617",32,"Kentucky",26
"1618",32,"Louisiana",27
"1619",32,"Maine",9
"1620",32,"Maryland",42
"1621",32,"Massachusetts",23
"1622",32,"Michigan",41
"1623",32,"Minnesota",36
"1624",32,"Mississippi",19
"1625",32,"Missouri",44
"1626",32,"Montana",6
"1627",32,"Nebraska",12
"1628",32,"Nevada",15
"1629",32,"New Hampshire",8
"1630",32,"New Jersey",33
"1631",32,"New Mexico",14
"1632",32,"New York",45
"1633",32,"North Carolina",38
"1634",32,"North Dakota",2
"1635",32,"Ohio",30
"1636",32,"Oklahoma",22
"1637",32,"Oregon",24
"1638",32,"Pennsylvania",34
"1639",32,"Rhode Island",7
"1640",32,"South Carolina",29
"1641",32,"South Dakota",4
"1642",32,"Tennessee",47
"1643",32,"Texas",37
"1644",32,"Utah",16
"1645",32,"Vermont",1
"1646",32,"Virginia",28
"1647",32,"Washington",25
"1648",32,"West Virginia",13
"1649",32,"Wisconsin",40
"1650",32,"Wyoming",0
"1651",33,"Alabama",32
"1652",33,"Alaska",3
"1653",33,"Arizona",49
"1654",33,"Arkansas",18
"1655",33,"California",47
"1656",33,"Colorado",33
"1657",33,"Connecticut",21
"1658",33,"Delaware",5
"1659",33,"Florida",44
"1660",33,"Georgia",40
"1661",33,"Hawaii",10
"1662",33,"Idaho",11
"1663",33,"Illinois",36
"1664",33,"Indiana",22
"1665",33,"Iowa",20
"1666",33,"Kansas",17
"1667",33,"Kentucky",27
"1668",33,"Louisiana",28
"1669",33,"Maine",9
"1670",33,"Maryland",43
"1671",33,"Massachusetts",24
"1672",33,"Michigan",42
"1673",33,"Minnesota",37
"1674",33,"Mississippi",19
"1675",33,"Missouri",45
"1676",33,"Montana",6
"1677",33,"Nebraska",12
"1678",33,"Nevada",15
"1679",33,"New Hampshire",8
"1680",33,"New Jersey",34
"1681",33,"New Mexico",14
"1682",33,"New York",46
"1683",33,"North Carolina",39
"1684",33,"North Dakota",2
"1685",33,"Ohio",31
"1686",33,"Oklahoma",23
"1687",33,"Oregon",25
"1688",33,"Pennsylvania",35
"1689",33,"Rhode Island",7
"1690",33,"South Carolina",30
"1691",33,"South Dakota",4
"1692",33,"Tennessee",48
"1693",33,"Texas",38
"1694",33,"Utah",16
"1695",33,"Vermont",1
"1696",33,"Virginia",29
"1697",33,"Washington",26
"1698",33,"West Virginia",13
"1699",33,"Wisconsin",41
"1700",33,"Wyoming",0
"1701",34,"Alabama",33
"1702",34,"Alaska",3
"1703",34,"Arizona",22
"1704",34,"Arkansas",18
"1705",34,"California",48
"1706",34,"Colorado",34
"1707",34,"Connecticut",21
"1708",34,"Delaware",5
"1709",34,"Florida",45
"1710",34,"Georgia",41
"1711",34,"Hawaii",10
"1712",34,"Idaho",11
"1713",34,"Illinois",37
"1714",34,"Indiana",23
"1715",34,"Iowa",20
"1716",34,"Kansas",17
"1717",34,"Kentucky",28
"1718",34,"Louisiana",29
"1719",34,"Maine",9
"1720",34,"Maryland",44
"1721",34,"Massachusetts",25
"1722",34,"Michigan",43
"1723",34,"Minnesota",38
"1724",34,"Mississippi",19
"1725",34,"Missouri",46
"1726",34,"Montana",6
"1727",34,"Nebraska",12
"1728",34,"Nevada",15
"1729",34,"New Hampshire",8
"1730",34,"New Jersey",35
"1731",34,"New Mexico",14
"1732",34,"New York",47
"1733",34,"North Carolina",40
"1734",34,"North Dakota",2
"1735",34,"Ohio",32
"1736",34,"Oklahoma",24
"1737",34,"Oregon",26
"1738",34,"Pennsylvania",36
"1739",34,"Rhode Island",7
"1740",34,"South Carolina",31
"1741",34,"South Dakota",4
"1742",34,"Tennessee",49
"1743",34,"Texas",39
"1744",34,"Utah",16
"1745",34,"Vermont",1
"1746",34,"Virginia",30
"1747",34,"Washington",27
"1748",34,"West Virginia",13
"1749",34,"Wisconsin",42
"1750",34,"Wyoming",0
"1751",35,"Alabama",34
"1752",35,"Alaska",3
"1753",35,"Arizona",23
"1754",35,"Arkansas",18
"1755",35,"California",49
"1756",35,"Colorado",35
"1757",35,"Connecticut",21
"1758",35,"Delaware",5
"1759",35,"Florida",46
"1760",35,"Georgia",42
"1761",35,"Hawaii",10
"1762",35,"Idaho",11
"1763",35,"Illinois",38
"1764",35,"Indiana",24
"1765",35,"Iowa",20
"1766",35,"Kansas",17
"1767",35,"Kentucky",29
"1768",35,"Louisiana",30
"1769",35,"Maine",9
"1770",35,"Maryland",45
"1771",35,"Massachusetts",26
"1772",35,"Michigan",44
"1773",35,"Minnesota",39
"1774",35,"Mississippi",19
"1775",35,"Missouri",47
"1776",35,"Montana",6
"1777",35,"Nebraska",12
"1778",35,"Nevada",15
"1779",35,"New Hampshire",8
"1780",35,"New Jersey",36
"1781",35,"New Mexico",14
"1782",35,"New York",48
"1783",35,"North Carolina",41
"1784",35,"North Dakota",2
"1785",35,"Ohio",33
"1786",35,"Oklahoma",25
"1787",35,"Oregon",27
"1788",35,"Pennsylvania",37
"1789",35,"Rhode Island",7
"1790",35,"South Carolina",32
"1791",35,"South Dakota",4
"1792",35,"Tennessee",22
"1793",35,"Texas",40
"1794",35,"Utah",16
"1795",35,"Vermont",1
"1796",35,"Virginia",31
"1797",35,"Washington",28
"1798",35,"West Virginia",13
"1799",35,"Wisconsin",43
"1800",35,"Wyoming",0
"1801",36,"Alabama",34
"1802",36,"Alaska",3
"1803",36,"Arizona",23
"1804",36,"Arkansas",18
"1805",36,"California",42
"1806",36,"Colorado",35
"1807",36,"Connecticut",21
"1808",36,"Delaware",5
"1809",36,"Florida",47
"1810",36,"Georgia",43
"1811",36,"Hawaii",10
"1812",36,"Idaho",11
"1813",36,"Illinois",38
"1814",36,"Indiana",24
"1815",36,"Iowa",20
"1816",36,"Kansas",17
"1817",36,"Kentucky",29
"1818",36,"Louisiana",30
"1819",36,"Maine",9
"1820",36,"Maryland",46
"1821",36,"Massachusetts",26
"1822",36,"Michigan",45
"1823",36,"Minnesota",39
"1824",36,"Mississippi",19
"1825",36,"Missouri",48
"1826",36,"Montana",6
"1827",36,"Nebraska",12
"1828",36,"Nevada",15
"1829",36,"New Hampshire",8
"1830",36,"New Jersey",36
"1831",36,"New Mexico",14
"1832",36,"New York",49
"1833",36,"North Carolina",41
"1834",36,"North Dakota",2
"1835",36,"Ohio",33
"1836",36,"Oklahoma",25
"1837",36,"Oregon",27
"1838",36,"Pennsylvania",37
"1839",36,"Rhode Island",7
"1840",36,"South Carolina",32
"1841",36,"South Dakota",4
"1842",36,"Tennessee",22
"1843",36,"Texas",40
"1844",36,"Utah",16
"1845",36,"Vermont",1
"1846",36,"Virginia",31
"1847",36,"Washington",28
"1848",36,"West Virginia",13
"1849",36,"Wisconsin",44
"1850",36,"Wyoming",0
"1851",37,"Alabama",34
"1852",37,"Alaska",3
"1853",37,"Arizona",23
"1854",37,"Arkansas",18
"1855",37,"California",43
"1856",37,"Colorado",36
"1857",37,"Connecticut",21
"1858",37,"Delaware",5
"1859",37,"Florida",48
"1860",37,"Georgia",44
"1861",37,"Hawaii",10
"1862",37,"Idaho",11
"1863",37,"Illinois",39
"1864",37,"Indiana",24
"1865",37,"Iowa",20
"1866",37,"Kansas",17
"1867",37,"Kentucky",29
"1868",37,"Louisiana",30
"1869",37,"Maine",9
"1870",37,"Maryland",47
"1871",37,"Massachusetts",26
"1872",37,"Michigan",46
"1873",37,"Minnesota",40
"1874",37,"Mississippi",19
"1875",37,"Missouri",49
"1876",37,"Montana",6
"1877",37,"Nebraska",12
"1878",37,"Nevada",15
"1879",37,"New Hampshire",8
"1880",37,"New Jersey",37
"1881",37,"New Mexico",14
"1882",37,"New York",35
"1883",37,"North Carolina",42
"1884",37,"North Dakota",2
"1885",37,"Ohio",33
"1886",37,"Oklahoma",25
"1887",37,"Oregon",27
"1888",37,"Pennsylvania",38
"1889",37,"Rhode Island",7
"1890",37,"South Carolina",32
"1891",37,"South Dakota",4
"1892",37,"Tennessee",22
"1893",37,"Texas",41
"1894",37,"Utah",16
"1895",37,"Vermont",1
"1896",37,"Virginia",31
"1897",37,"Washington",28
"1898",37,"West Virginia",13
"1899",37,"Wisconsin",45
"1900",37,"Wyoming",0
"1901",38,"Alabama",35
"1902",38,"Alaska",3
"1903",38,"Arizona",24
"1904",38,"Arkansas",18
"1905",38,"California",44
"1906",38,"Colorado",37
"1907",38,"Connecticut",22
"1908",38,"Delaware",5
"1909",38,"Florida",49
"1910",38,"Georgia",45
"1911",38,"Hawaii",10
"1912",38,"Idaho",11
"1913",38,"Illinois",40
"1914",38,"Indiana",25
"1915",38,"Iowa",20
"1916",38,"Kansas",17
"1917",38,"Kentucky",30
"1918",38,"Louisiana",31
"1919",38,"Maine",9
"1920",38,"Maryland",48
"1921",38,"Massachusetts",27
"1922",38,"Michigan",47
"1923",38,"Minnesota",41
"1924",38,"Mississippi",19
